| ALPHA | 1.132 | MAINTAIN| 0.000  | 246.7    | 0.000  | -5.559   | 0.000   | -0.009   | 0.009 | -0.241| 0.062 | 0.047 | 0.000 | 3.178 | 0.000  | 3.226 |
| ALPHA | 1.139 | MAINTAIN| 0.000  | 629.4    | 0.000  | -1.470   | 0.000   | -0.019   | 0.019 | -0.222| 0.009 | 0.095 | 0.000 | 0.489 | 0.000  | 0.584 |
| ALPHA | 1.150 | MAINTAIN| 0.000  | -268.5   | 0.000  | -4.478   | 0.000   | -0.069   | 0.069 | -0.152| 0.050 | 0.346 | 0.000 | 2.567 | 0.000  | 2.914 |
| ALPHA | 1.161 | MAINTAIN| 0.000  | 57.16    | 0.000  | -3.837   | 0.000   | -0.112   | 0.112 | -0.040| 0.042 | 0.561 | 0.000 | 2.200 | 0.000  | 2.761 |
| ALPHA | 1.172 | MAINTAIN| 0.000  | 228.4    | 0.000  | -1.279   | 0.000   | -0.126   | 0.126 | 0.085 | 0.014 | 0.632 | 0.000 | 0.733 | 0.000  | 1.366 |
| ALPHA | 1.179 | MAINTAIN| 0.000  | 426.8    | 0.000  | 1.480    | 0.000   | -0.117   | 0.117 | 0.202 | -0.009| 0.585 | 0.000 | -0.489| 0.000  | 0.095 |
| ALPHA | 1.190 | MAINTAIN| 0.000  | -322.5   | 0.000  | -2.132   | 0.000   | -0.140   | 0.140 | 0.343 | 0.023 | 0.704 | 0.000 | 1.222 | 0.000  | 1.927 |
| ALPHA | 1.201 | MAINTAIN| 0.000  | 18.97    | 0.000  | -1.919   | 0.000   | -0.162   | 0.162 | 0.506 | 0.021 | 0.811 | 0.000 | 1.100 | 0.000  | 1.912 |
| ALPHA | 1.212 | MAINTAIN| 0.000  | 286.7    | 0.000  | 1.282    | 0.000   | -0.148   | 0.148 | 0.654 | -0.014| 0.740 | 0.000 | -0.733| 0.000  | 0.006 |
| ALPHA | 1.219 | MAINTAIN| 0.000  | 368.3    | 0.000  | 3.676    | 0.000   | -0.124   | 0.124 | 0.778 | -0.023| 0.620 | 0.000 | -1.222| 0.000  | -0.601|
| ALPHA | 1.230 | MAINTAIN| 0.000  | -42.72   | 0.000  | 3.197    | 0.000   | -0.088   | 0.088 | 0.866 | -0.035| 0.441 | 0.000 | -1.833| 0.000  | -1.391|
| ALPHA | 1.241 | MAINTAIN| 0.000  | 58.44    | 0.000  | 3.850    | 0.000   | -0.045   | 0.045 | 0.912 | -0.042| 0.226 | 0.000 | -2.201| 0.000  | -1.974|
| ALPHA | 1.248 | MAINTAIN| 0.000  | -83.57   | 0.000  | 3.307    | 0.000   | -0.023   | 0.023 | 0.936 | -0.021| 0.119 | 0.000 | -1.100| 0.000  | -0.980|
| ALPHA | 1.259 | MAINTAIN| 0.000  | -142.9   | 0.000  | 1.705    | 0.000   | -0.004   | 0.004 | 0.940 | -0.019| 0.023 | 0.000 | -0.978| 0.000  | -0.954|
| ALPHA | 1.270 | MAINTAIN| 0.000  | 87.24    | 0.000  | 2.649    | 0.000   | 0.023    | -0.023| 0.916 | -0.028| -0.119| 0.000 | -1.467| 0.000  | -1.586|
| ALPHA | 1.280 | MAINTAIN| 0.000  | -163.3   | 0.000  | 0.883    | 0.000   | 0.033    | -0.033| 0.883 | -0.009| -0.167| 0.000 | -0.489| 0.000  | -0.656|
| ALPHA | 1.291 | MAINTAIN| 0.000  | -20.71   | 0.000  | 0.657    | 0.000   | 0.040    | -0.040| 0.842 | -0.007| -0.202| 0.000 | -0.366| 0.000  | -0.569|
| ALPHA | 1.298 | MAINTAIN| 0.000  | 125.1    | 0.000  | 1.470    | 0.000   | 0.050    | -0.050| 0.792 | -0.009| -0.250| 0.000 | -0.489| 0.000  | -0.739|
| ALPHA | 1.309 | MAINTAIN| 0.000  | 6.563    | 0.000  | 1.541    | 0.000   | 0.066    | -0.066| 0.725 | -0.016| -0.334| 0.000 | -0.856| 0.000  | -1.190|
| ALPHA | 1.319 | MAINTAIN| 0.000  | -101.5   | 0.000  | 0.440    | 0.000   | 0.071    | -0.071| 0.654 | -0.004| -0.358| 0.000 | -0.244| 0.000  | -0.602|
| ALPHA | 1.330 | MAINTAIN| 0.000  | -161.5   | 0.000  | -1.316   | 0.000   | 0.057    | -0.057| 0.596 | 0.014 | -0.286| 0.000 | 0.733 | 0.000  | 0.447 |
| ALPHA | 1.341 | MAINTAIN| 0.000  | 40.22    | 0.000  | -0.880   | 0.000   | 0.047    | -0.047| 0.549 | 0.009 | -0.238| 0.000 | 0.489 | 0.000  | 0.250 |
| ALPHA | 1.348 | MAINTAIN| 0.000  | -89.26   | 0.000  | -1.463   | 0.000   | 0.038    | -0.038| 0.511 | 0.009 | -0.191| 0.000 | 0.489 | 0.000  | 0.298 |
| ALPHA | 1.359 | MAINTAIN| 0.000  | 33.48    | 0.000  | -1.099   | 0.000   | 0.026    | -0.026| 0.484 | 0.011 | -0.131| 0.000 | 0.610 | 0.000  | 0.479 |
| ALPHA | 1.369 | MAINTAIN| 0.000  | -20.35   | 0.000  | -1.320   | 0.000   | 0.011    | -0.011| 0.472 | 0.014 | -0.059| 0.000 | 0.733 | 0.000  | 0.673 |
| ALPHA | 1.380 | MAINTAIN| 0.000  | -60.22   | 0.000  | -1.976   | 0.000   | -0.009   | 0.009 | 0.482 | 0.021 | 0.047 | 0.000 | 1.100 | 0.000  | 1.148 |
| ALPHA | 1.391 | MAINTAIN| 0.000  | 60.40    | 0.000  | -1.320   | 0.000   | -0.023   | 0.023 | 0.506 | 0.014 | 0.119 | 0.000 | 0.733 | 0.000  | 0.852 |
| ALPHA | 1.402 | MAINTAIN| 0.000  | -40.58   | 0.000  | -1.761   | 0.000   | -0.042   | 0.042 | 0.549 | 0.019 | 0.214 | 0.000 | 0.978 | 0.000  | 1.193 |
| ALPHA | 1.408 | MAINTAIN| 0.000  | 602.7    | 0.000  | 1.942    | 0.000   | -0.031   | 0.031 | 0.580 | -0.011| 0.155 | 0.000 | -0.610| 0.000  | -0.455|
| ALPHA | 1.419 | MAINTAIN| 0.000  | 125.2    | 0.000  | 3.301    | 0.000   | 0.004    | -0.004| 0.575 | -0.035| -0.023| 0.000 | -1.833| 0.000  | -1.857|
| ALPHA | 1.429 | MAINTAIN| 0.000  | -31.76   | 0.000  | 2.968    | 0.000   | 0.035    | -0.035| 0.539 | -0.031| -0.179| 0.000 | -1.590| 0.000  | -1.769|
| ALPHA | 1.440 | MAINTAIN| 0.000  | -273.1   | 0.000  | -0.002   | 0.000   | 0.035    | -0.035| 0.503 | 0.000 | -0.178| 0.000 | 0.001 | 0.000  | -0.177|
| ALPHA | 1.451 | MAINTAIN| 0.000  | 65.76    | 0.000  | 0.685    | 0.000   | 0.042    | -0.042| 0.460 | -0.007| -0.214| 0.000 | -0.367| 0.000  | -0.582|
| ALPHA | 1.457 | MAINTAIN| 0.000  | 120.8    | 0.000  | 1.470    | 0.000   | 0.052    | -0.052| 0.408 | -0.009| -0.262| 0.000 | -0.489| 0.000  | -0.751|
| ALPHA | 1.468 | MAINTAIN| 0.000  | 141.6    | 0.000  | 2.956    | 0.000   | 0.083    | -0.083| 0.324 | -0.031| -0.417| 0.000 | -1.589| 0.000  | -2.006|
| ALPHA | 1.478 | MAINTAIN| 0.000  | 0.273    | 0.000  | 2.959    | 0.000   | 0.114    | -0.114| 0.210 | -0.031| -0.573| 0.000 | -1.590| 0.000  | -2.163|
| ALPHA | 1.489 | MAINTAIN| 0.000  | 72.05    | 0.000  | 3.741    | 0.000   | 0.155    | -0.155| 0.055 | -0.040| -0.776| 0.000 | -2.078| 0.000  | -2.854|
| ALPHA | 1.500 | MAINTAIN| 0.000  | 33.83    | 0.000  | 4.096    | 0.000   | 0.198    | -0.198| -0.143| -0.042| -0.991| 0.000 | -2.201| 0.000  | -3.192|
| ALPHA | 1.510 | MAINTAIN| 0.000  | -108.0   | 0.000  | 2.966    | 0.000   | 0.229    | -0.229| -0.372| -0.031| -1.146| 0.000 | -1.589| 0.000  | -2.735|
| ALPHA | 1.521 | MAINTAIN| 0.000  | -195.8   | 0.000  | 0.910    | 0.000   | 0.238    | -0.238| -0.611| -0.009| -1.194| 0.000 | -0.489| 0.000  | -1.683|
| ALPHA | 1.531 | MAINTAIN| 0.000  | -220.9   | 0.000  | -1.380   | 0.000   | 0.224    | -0.224| -0.835| 0.014 | -1.122| 0.000 | 0.732 | 0.000  | -0.389|
| ALPHA | 1.541 | MAINTAIN| 0.000  | -22.97   | 0.000  | -1.617   | 0.000   | 0.207    | -0.207| -1.043| 0.016 | -1.038| 0.000 | 0.856 | 0.000  | -0.182|
| ALPHA | 1.547 | MAINTAIN| 0.000  | -196.6   | 0.000  | -2.794   | 0.000   | 0.191    | -0.191| -1.234| 0.016 | -0.955| 0.000 | 0.856 | 0.000  | -0.098|
| ALPHA | 1.558 | MAINTAIN| 0.000  | 47.26    | 0.000  | -2.304   | 0.000   | 0.167    | -0.167| -1.401| 0.023 | -0.835| 0.000 | 1.223 | 0.000  | 0.387 |
| ALPHA | 1.568 | MAINTAIN| 0.000  | -0.403   | 0.000  | -2.308   | 0.000   | 0.143    | -0.143| -1.544| 0.023 | -0.716| 0.000 | 1.221 | 0.000  | 0.505 |
| ALPHA | 1.578 | MAINTAIN| 0.000  | -0.285   | 0.000  | -2.311   | 0.000   | 0.119    | -0.119| -1.664| 0.023 | -0.596| 0.000 | 1.223 | 0.000  | 0.626 |
| ALPHA | 1.589 | MAINTAIN| 0.000  | 67.40    | 0.000  | -1.613   | 0.000   | 0.102    | -0.102| -1.767| 0.016 | -0.513| 0.000 | 0.856 | 0.000  | 0.342 |
| ALPHA | 1.599 | MAINTAIN| 0.000  | -0.198   | 0.000  | -1.615   | 0.000   | 0.085    | -0.085| -1.852| 0.016 | -0.429| 0.000 | 0.854 | 0.000  | 0.424 |
| ALPHA | 1.609 | MAINTAIN| 0.000  | 44.27    | 0.000  | -1.157   | 0.000   | 0.074    | -0.074| -1.926| 0.011 | -0.370| 0.000 | 0.612 | 0.000  | 0.242 |
| ALPHA | 1.620 | MAINTAIN| 0.000  | 23.05    | 0.000  | -0.918   | 0.000   | 0.064    | -0.064| -1.991| 0.009 | -0.322| 0.000 | 0.487 | 0.000  | 0.165 |
| ALPHA | 1.630 | MAINTAIN| 0.000  | 21.72    | 0.000  | -0.693   | 0.000   | 0.057    | -0.057| -2.048| 0.007 | -0.286| 0.000 | 0.367 | 0.000  | 0.080 |
| ALPHA | 1.640 | MAINTAIN| 0.000  | -0.000   | 0.000  | -0.693   | 0.000   | 0.050    | -0.050| -2.098| 0.007 | -0.250| 0.000 | 0.367 | 0.000  | 0.116 |
| ALPHA | 1.651 | MAINTAIN| 0.000  | 66.92    | 0.000  | 0.000    | 0.000   | 0.050    | -0.050| -2.149| 0.000 | -0.250| 0.000 | 0.000 | 0.000  | -0.250|
| ALPHA | 1.661 | MAINTAIN| 0.000  | 22.70    | 0.000  | 0.233    | 0.000   | 0.052    | -0.052| -2.201| -0.002| -0.262| 0.000 | -0.123| 0.000  | -0.386|
------------------------------------------------------------------------------------------------------------------
aPG
